High,Low,Close
3653.53,3652.0,3652.0
3651.21,3650.28,3651.04
3652.03,3650.5,3650.7
3652.29,3650.34,3651.03
3651.8,3647.75,3647.75
3648.44,3645.69,3645.96
3646.97,3645.8,3646.23
3647.98,3645.99,3647.27
3648.75,3647.34,3648.42
3648.34,3644.94,3644.94
3666.44,3645.73,3666.44
3668.77,3666.49,3668.77
3669.52,3665.4,3667.29
3669.24,3665.75,3665.75
3668.68,3665.17,3665.17
3665.1,3662.27,3663.66
3664.48,3663.24,3663.56
3664.09,3662.48,3663.55
3666.19,3663.19,3665.61
3665.49,3664.41,3664.8
3666.01,3663.41,3663.88
3666.15,3663.51,3665.51
3667.95,3665.34,3667.76
3667.82,3666.12,3666.26
3666.66,3665.79,3666.54
3667.72,3666.28,3666.77
3666.52,3665.21,3665.4
3666.56,3665.07,3666.48
3666.24,3664.0,3664.71
3666.43,3664.48,3665.98
3666.14,3665.57,3665.6
3665.82,3664.76,3665.13
3665.47,3664.51,3665.33
3667.13,3665.47,3665.8
3665.74,3665.02,3665.26
3666.44,3665.44,3666.26
3667.39,3665.27,3666.71
3669.97,3667.21,3669.97
3670.21,3669.58,3669.81
3671.27,3669.93,3670.89
3671.48,3669.96,3671.33
3671.48,3669.99,3670.36
3671.09,3670.38,3670.9
3670.81,3669.88,3670.7
3671.11,3670.22,3670.93
3673.7,3670.76,3673.7
3674.31,3671.38,3672.84
3673.29,3672.36,3672.41
3672.44,3671.79,3672.24
3672.56,3671.95,3672.42
3673.13,3672.24,3672.44
3672.95,3672.35,3672.73
3672.89,3672.36,3672.76
3672.82,3669.37,3669.67
3670.15,3669.47,3670.15
3670.46,3669.42,3669.42
3669.92,3669.23,3669.58
3669.67,3668.7,3669.33
3669.25,3667.29,3667.46
3667.33,3665.21,3665.21
3665.53,3664.15,3665.39
3665.36,3664.51,3664.55
3664.6,3663.29,3663.29
3663.57,3662.83,3663.3
3663.72,3660.34,3660.54
3662.14,3659.87,3662.14
3665.14,3662.3,3664.9
3665.27,3664.05,3664.15
3664.87,3663.9,3664.75
3665.6,3664.25,3665.17
3665.17,3664.35,3664.64
3664.59,3663.78,3664.03
3664.47,3663.75,3664.15
3664.54,3663.73,3663.98
3664.09,3662.43,3662.76
3663.32,3662.32,3663.32
3663.43,3662.55,3663.09
3663.25,3662.06,3663.25
3665.02,3663.43,3664.7
3665.32,3664.39,3664.75
3665.46,3664.5,3665.23
3665.79,3665.13,3665.54
3665.32,3662.77,3663.19
3663.64,3663.03,3663.5
3663.81,3663.35,3663.47
3663.58,3662.5,3663.45
3663.01,3661.85,3662.05
3662.61,3661.88,3662.17
3662.54,3659.13,3659.49
3659.67,3656.12,3656.12
3656.46,3655.07,3655.89
3657.02,3654.91,3656.58
3656.97,3655.42,3655.58
3658.21,3655.79,3657.52
3659.29,3656.77,3658.09
3660.5,3658.66,3658.67
3659.89,3658.34,3659.89
3663.92,3659.1,3662.77
3664.62,3662.37,3664.39
3664.48,3662.96,3663.61
3664.2,3659.79,3659.79
3660.99,3658.01,3660.99
3661.44,3659.48,3659.94
3661.01,3658.75,3659.51
3659.84,3656.3,3656.3
3657.94,3655.76,3657.94
3658.34,3656.81,3657.87
3660.82,3658.13,3660.82
3661.25,3660.47,3661.05
